PointID,Lat,Long,Site,Turbine,Distance
3600,2302708.534,755377.7828,1,17,30.12512922
3601,2302976.335,755269.4389,1,15,57.52761897
3602,2304233.5,754600.1111,1,5,22.26954228
3603,2303678.574,754853.471,1,9,68.97468912
3604,2304314.789,754530.9941,1,4,17.32615957
3605,2304557.776,754429.8806,1,2,35.09326517
3606,2304082.001,754649.1935,1,6,26.0676984
3607,2304333.062,754585.393,1,4,67.32731179
3608,2302522.139,755414.0854,1,18,66.09161838
3609,2303168.161,755192.9967,1,13,61.31533447
3610,2304117.754,754672.1032,1,6,22.99292091
3611,2303163.335,755135.6702,1,13,14.11817477
3612,2302588.875,755454.3268,1,18,17.39554601
3613,2303555.257,754926.8186,1,11,36.03188311
3614,2303725.983,754814.3598,1,9,25.2048218
3615,2303670.61,754847.864,1,9,68.64963156
3616,2303805.965,754697.5704,1,8,20.21511377
3617,2302914.421,755270.0343,1,15,17.75583137
3618,2302814.61,755310.0853,1,16,8.948074921
3619,2303874.504,754718.4794,1,8,59.54305158
3620,2304010.616,754753.4797,1,7,40.64204714
3621,2304315.14,754538.0784,1,4,22.82606012
3622,2303663.985,754850.1771,1,10,63.79007727
3623,2304343.554,754567.1938,1,4,51.66389224
3624,2303176.169,755126.8508,1,13,5.549393901
3625,2302829.751,755351.5618,1,16,49.70653152
3626,2303545.313,754930.446,1,11,25.81036832
3627,2302579.097,755444.551,1,18,8.387308155
3628,2302505.097,755558.8655,1,19,51.18479403
3629,2303295.861,755070.0842,1,12,13.75438213
3630,2302399.512,755614.0816,1,20,30.26810051
3631,2303815.838,754699.242,1,8,16.41769139
3632,2303547.363,754931.4268,1,11,26.90263396
3633,2303488.074,754924.179,1,11,42.99518719
3634,2303627.688,754891.1573,1,10,25.65259341
3635,2302421.913,755612.8023,1,20,46.96837443
3636,2302798.261,755320.9159,1,16,15.07107687
3637,2304646.777,754377.4823,1,1,57.79726216
3638,2303488.922,754898.8386,1,11,59.58081929
3639,2303225.804,755175.8104,1,13,65.32475254
3640,2304207.975,754649.85,1,5,66.22454122
3641,2304118.71,754673.4463,1,6,24.61664481
3642,2303742.015,754808.2857,1,9,33.38308958
3643,2304410.899,754467.9017,1,3,34.57265958
3644,2304553.927,754374.7048,1,2,20.45353377
3645,2302754.942,755354.7638,1,16,69.22256737
3646,2303053.289,755226.4173,1,14,32.15243531
3647,2304128.234,754662.4481,1,6,23.1208245
3648,2303709.795,754768.8443,1,9,24.52717865
3649,2303778.884,754723.7699,1,8,37.04808843
3650,2302450.885,755603.4982,1,20,71.47900535
3651,2303500.906,754927.4402,1,11,30.55140806
3652,2303676.054,754847.7974,1,9,65.43893173
3653,2302844.119,755332.702,1,16,45.52107571
3654,2304443.126,754472.1491,1,3,32.60836335
3655,2302395.636,755594.5752,1,20,15.58498526
3656,2304156.542,754674.8876,1,6,53.98884433
3657,2304326.726,754541.5291,1,4,23.15821337
3658,2303989.083,754701.9896,1,7,16.52275523
3659,2302507.324,755510.5072,1,19,23.68620495
3660,2302671.569,755354.7823,1,17,14.19064664
3661,2304100.818,754668.0489,1,6,18.22713919
3662,2304547.454,754411.9267,1,2,20.02273931
3663,2302492.31,755578.3103,1,19,66.50590422
3664,2304218.28,754600.5381,1,5,16.19346658
3665,2302389.18,755596.724,1,20,10.62666175
3666,2303472.658,754919.1417,1,11,58.91657734
3667,2304264.466,754618.0962,1,5,57.61632843
3668,2303067.098,755183.9408,1,14,16.95411617
3669,2304117.213,754636.1902,1,6,17.6964969
3670,2303327.807,755086.1547,1,12,22.93865789
3671,2304576.847,754434.0194,1,2,43.6088872
3672,2304678.579,754337.3484,1,1,9.374174766
3673,2303883.921,754720.8588,1,8,69.08906377
3674,2302793,755357.4562,1,16,51.17645754
3675,2303672.206,754860.1331,1,10,68.18177123
3676,2302497.337,755526.3792,1,19,19.54832256
3677,2303059.76,755193.1407,1,14,6.211292939
3678,2302726.833,755370.5878,1,17,43.28927109
3679,2302576.99,755448.5078,1,18,12.84959845
3680,2303778.849,754734.1968,1,8,40.66131913
3681,2303193.181,755130.7365,1,13,16.20731094
3682,2304636.618,754384.9863,1,1,70.32299281
3683,2304386.281,754476.764,1,3,58.60333397
3684,2304436.713,754455.0224,1,3,14.35024598
3685,2302394.065,755609.6893,1,20,23.48472043
3686,2302691.972,755377.1935,1,17,19.66681204
3687,2304346.372,754528.9653,1,4,22.38068859
3688,2302709.303,755337.1901,1,17,32.32585146
3689,2304209.733,754574.6231,1,5,12.61631944
3690,2303972.645,754770.3312,1,7,54.64975826
3691,2304315.315,754500.844,1,4,20.87659479
3692,2302380.947,755583.9125,1,20,6.53811304
3693,2303839.269,754742.1278,1,8,35.90534192
3694,2304330.438,754579.5279,1,4,61.27361205
3695,2302414.677,755584.1316,1,20,34.64756296
3696,2303628.988,754856.4012,1,10,30.84061188
3697,2304224.459,754585.7422,1,5,6.837675375
3698,2302674.688,755371.7068,1,17,16.69985351
3699,2302948.687,755265.9747,1,15,30.30506163
3700,2303178.73,755131.7213,1,13,1.784399642
3701,2304214.805,754607.8483,1,5,23.68099959
3702,2304227.608,754598.451,1,5,17.1947744
3703,2303480.491,754928.312,1,11,47.9527842
3704,2302574.369,755433.0163,1,18,10.58783909
3705,2302584.558,755437.4426,1,18,0.710424642
3706,2303166.716,755130.586,1,13,10.48178829
3707,2304585.169,754427.1124,1,2,42.35222782
3708,2302717.978,755337.1748,1,17,39.23061146
3709,2303615.578,754872.2304,1,10,10.60977144
3710,2303966.508,754763.9513,1,7,51.14489437
3711,2304114.126,754677.2474,1,6,26.67476013
3712,2303064.684,755188.8862,1,14,12.27472928
3713,2304395.023,754470.7435,1,3,48.00456987
3714,2302532.995,755422.0775,1,18,53.22109082
3715,2302380.146,755569.0769,1,20,21.36992499
3716,2302800.21,755304.5589,1,16,6.637906484
3717,2303493.616,754958.5429,1,11,33.63556877
3718,2304708.188,754348.842,1,1,23.49754392
3719,2304414.333,754433.1829,1,3,20.18594797
3720,2303606.262,754871.0123,1,10,6.155044019
3721,2302488.073,755511.822,1,19,4.395771279
3722,2302493.505,755565.6681,1,19,54.1976939
3723,2304555.827,754444.874,1,2,50.12566792
3724,2304277.266,754623.3503,1,5,71.14283302
3725,2304308.662,754496.707,1,4,28.162948
3726,2304008.119,754782.0583,1,7,66.11663556
3727,2303994.953,754735.5123,1,7,17.74506354
3728,2302676.169,755350.83,1,17,11.99832251
3729,2303186.784,755119.8689,1,13,15.81028705
3730,2303579.983,754877.141,1,10,26.20275469
3731,2303061.327,755178.2047,1,14,17.80161297
3732,2304426.414,754483.7511,1,3,43.03692561
3733,2302427.715,755607.314,1,20,50.03682648
3734,2302707.314,755349.9332,1,17,23.79983369
3735,2304422.527,754463.5021,1,3,24.5798345
3736,2304349.452,754537.8185,1,4,29.96333953
3737,2304000.654,754725.4414,1,7,12.77174177
3738,2303298.676,755062.7451,1,12,14.47249522
3739,2303661.22,754878.4837,1,10,55.04967938
3740,2302526.615,755399.2606,1,18,68.95116401
3741,2302610.925,755433.0824,1,18,27.42764989
3742,2302503.156,755524.2064,1,19,22.76794242
3743,2302982.649,755261.4057,1,15,62.10506567
3744,2302768.87,755303.8677,1,16,37.27619353
3745,2304626.242,754397.1154,1,2,68.47675204
3746,2302739.168,755372.5598,1,17,55.71240941
3747,2303484.334,754938.8974,1,11,41.27796744
3748,2304307.482,754548.3137,1,4,35.55627969
3749,2304231.815,754568.9175,1,5,20.87284274
3750,2304698.871,754355.0985,1,1,21.21585777
3751,2302416.539,755620.7171,1,20,46.98520712
3752,2304012.686,754782.3289,1,7,67.77001899
3753,2304217.22,754598.1737,1,5,13.8315339
3754,2302511.687,755525.2168,1,19,30.78808448
3755,2304234.834,754591.6474,1,5,18.56372867
3756,2303481.537,754932.7095,1,11,45.4831702
3757,2304004.411,754737.0987,1,7,23.57336767
3758,2303575.09,754920.753,1,10,53.54160882
3759,2304691.036,754322.9327,1,1,14.31843638
3760,2304238.519,754609.6923,1,5,32.75481615
3761,2302548.982,755440.9637,1,18,35.05568173
3762,2303060.751,755232.2674,1,14,38.65796993
3763,2304315.844,754536.1923,1,4,20.84524635
3764,2303649.074,754895.9075,1,10,46.80350353
3765,2302698.612,755335.9184,1,17,26.4625954
3766,2302732.428,755379.4967,1,17,51.59265832
3767,2303319.002,755067.2412,1,12,10.91660845
3768,2304678.381,754319.8101,1,1,19.59487001
3769,2304551.896,754379.8338,1,2,16.07872748
3770,2303516.161,754923.4617,1,11,24.46614604
3771,2304496.829,754461.71,1,3,67.17813034
3772,2302752.014,755338.5615,1,16,61.99967731
3773,2303857.196,754707.2141,1,8,43.00096151
3774,2303181.973,755123.6926,1,13,9.94002182
3775,2304570.602,754433.1506,1,2,40.44126005
3776,2303089.92,755211.4984,1,14,40.15357923
3777,2302802.701,755343.4808,1,16,35.68823245
3778,2302829.385,755320.3458,1,16,26.54028554
3779,2302953.512,755261.8312,1,15,33.50691222
3780,2304334.3,754528.9334,1,4,13.03750109
3781,2303813.139,754714.1404,1,8,2.412246393
3782,2303773.478,754798.4081,1,9,61.48664577
3783,2304126.752,754637.7695,1,6,23.13102683
3784,2304497.909,754459.1619,1,3,67.48463171
3785,2302375.223,755603.9735,1,20,14.5641807
3786,2304415.15,754481.6418,1,3,44.14955361
3787,2304565.239,754392.001,1,2,7.939426553
3788,2302822.571,755296.788,1,16,20.03649879
3789,2303067.43,755211.5798,1,14,22.12652016
3790,2302557.858,755424.3102,1,18,29.25046847
3791,2304436.415,754451.7519,1,3,11.13578711
3792,2303042.127,755221.3012,1,14,29.38819648
3793,2302528.259,755412.6829,1,18,60.97477544
3794,2303957.115,754774.1173,1,7,64.58980952
3795,2304240.282,754577.0918,1,5,23.65943207
3796,2303506.151,754927.4464,1,11,26.61756317
3797,2303325.326,755083.0471,1,12,19.11912899
3798,2302375.465,755606.6478,1,20,17.00267679
3799,2302933.25,755287.3546,1,15,35.93271159
3800,2302491.818,755532.8475,1,19,22.03084617
3801,2304694.847,754374.1121,1,1,37.83406144
3802,2302959.033,755280.5838,1,15,46.62225021
3803,2302526.194,755427.2436,1,18,58.62193424
3804,2303491.835,754893.7036,1,11,62.14687949
3805,2302412.163,755616.1807,1,20,40.72014992
3806,2302510.554,755538.7708,1,19,37.65565947
3807,2304530.373,754380.6722,1,2,30.85077622
3808,2304554.093,754426.6247,1,2,32.05305654
3809,2302921.611,755283.4146,1,15,29.8608525
3810,2304000.249,754719.9695,1,7,10.41497066
3811,2303511.04,754941.4361,1,11,14.72863112
3812,2304447.415,754453.9679,1,3,19.36306504
3813,2303540.398,754933.7933,1,11,19.87903519
3814,2303625.588,754879.7692,1,10,19.57505748
3815,2302796.255,755313.8218,1,16,11.31755901
3816,2303725.412,754793.5424,1,9,13.20703121
3817,2304454.887,754441.1961,1,3,22.02811818
3818,2302958.457,755283.9523,1,15,48.20432297
3819,2303342.908,755109.1885,1,12,49.71533938
3820,2304007.272,754715.5805,1,7,17.57502053
3821,2303517.574,754938.0026,1,11,11.09550866
3822,2303837.682,754718.0491,1,8,22.78127757
3823,2303017.309,755248.7078,1,14,65.45682851
3824,2303355.759,755110.5392,1,12,59.99008657
3825,2303202.683,755186.6545,1,13,60.06779226
3826,2303545.319,754930.2771,1,11,25.91909966
3827,2302474.293,755520.2688,1,19,12.29624142
3828,2303978.559,754709.3136,1,7,14.61955526
3829,2302390.257,755590.038,1,20,9.6566666
3830,2302971.259,755272.3844,1,15,53.62923826
3831,2304282.424,754605.7492,1,5,68.10787365
3832,2302575.926,755443.8488,1,18,10.07776225
3833,2304545.762,754387.9717,1,2,13.83758667
3834,2302799.359,755323.0259,1,16,16.45389768
3835,2302798.328,755317.7962,1,16,12.44492016
3836,2303635.945,754853.967,1,10,37.73318144
3837,2304092.932,754632.5555,1,6,24.0318008
3838,2304488.646,754461.2719,1,3,59.2885047
3839,2304688.15,754360.2295,1,1,23.3171276
3840,2304583.628,754433.2681,1,2,46.3419345
3841,2303990.58,754734.292,1,7,15.81482894
3842,2302671.902,755362.9324,1,17,13.9453783
3843,2303029.251,755205.3509,1,14,26.80037844
3844,2304008.694,754767.1884,1,7,52.18465366
3845,2303306.163,755083.5381,1,12,11.55053345
3846,2302505.803,755503.1157,1,19,23.94948082
3847,2303767.073,754802.161,1,9,55.58327977
3848,2303612.086,754853.2022,1,10,24.68031279
3849,2302480.741,755496.6514,1,19,15.98959029
3850,2304326.105,754533.0344,1,4,14.67379612
3851,2303826.306,754696.6388,1,8,22.09528995
3852,2304049.337,754753.6629,1,7,69.03026758
3853,2304131.142,754682.1126,1,6,38.55354426
3854,2303981.899,754724.2896,1,7,9.913795015
3855,2303870.274,754737.1769,1,8,59.29471958
3856,2303112.168,755199.7132,1,14,58.76915532
3857,2302737.293,755373.009,1,17,54.01533394
3858,2302556.992,755446.7119,1,18,28.37168489
3859,2304317.445,754555.1155,1,4,37.88168001
3860,2302721.114,755336.8205,1,17,42.0697815
3861,2302591.47,755449.8792,1,18,14.38078306
3862,2304117.189,754672.568,1,6,23.18418878
3863,2303850.158,754744.9157,1,8,45.72925322
3864,2303619.103,754884.7067,1,10,14.95643828
3865,2303986.109,754789.3213,1,7,70.93470277
3866,2303726.668,754821.4555,1,9,31.69401597
3867,2303651.76,754883.5297,1,10,46.01538427
3868,2303295.504,755061.6221,1,12,17.62584486
3869,2302729.67,755364.396,1,17,44.82998933
3870,2302523.56,755450.8529,1,18,61.74738573
3871,2302562.354,755451.653,1,18,25.6751136
3872,2303478.238,754903.1473,1,11,63.58697921
3873,2303504.319,754911.6147,1,11,40.3516299
3874,2303051.922,755207.3667,1,14,13.21352752
3875,2302407.882,755597.7647,1,20,28.23930947
3876,2303620.186,754924.3829,1,10,49.24762868
3877,2303605.027,754875.73,1,10,1.846168821
3878,2303486.732,754884.8097,1,11,72.39359024
3879,2302822.617,755353.5395,1,16,48.56082246
3880,2304171.445,754672.9833,1,6,67.06652599
3881,2302510.215,755551.6964,1,19,47.43023487
3882,2304658.484,754327.646,1,1,30.88263669
3883,2303064.175,755228.6822,1,14,35.98818589
3884,2302533.014,755474.5677,1,19,62.12280485
3885,2302506.61,755466.6478,1,19,51.1291787
3886,2302899.974,755256.4317,1,15,21.26336823
3887,2304132.635,754666.106,1,6,28.76156237
3888,2304549.353,754394.3773,1,2,8.462448566
3889,2303632.22,754879.7682,1,10,26.16319462
3890,2302564.857,755436.8774,1,18,19.04139308
3891,2304095.585,754658.7605,1,6,14.47584107
3892,2302598.107,755444.8607,1,18,15.94172626
3893,2303880.003,754714.6977,1,8,64.98051249
3894,2304446.136,754457.6029,1,3,21.10331243
3895,2302397.021,755601.3431,1,20,19.70294015
3896,2304443.686,754445.1889,1,3,11.53874877
3897,2302840.576,755333.5633,1,16,43.09806005
3898,2304111.486,754646.1729,1,6,6.200546853
3899,2304286.894,754600.123,1,5,70.90607609
3900,2303807.851,754781.8744,1,8,66.62246813
3901,2302529.292,755401.0224,1,18,65.74719714
3902,2304229.88,754648.3179,1,5,65.10234618
3903,2303877.262,754717.6498,1,8,62.26573112
3904,2304428.704,754451.2288,1,3,10.85587108
3905,2304106.035,754636.1163,1,6,15.29780721
3906,2302474.618,755520.1955,1,19,12.00127039
3907,2302807.051,755306.9514,1,16,1.498230284
3908,2303175.109,755129.0533,1,13,3.808931198
3909,2303597.125,754892.4823,1,10,17.7953733
3910,2302717.652,755353.2145,1,17,32.91773461
3911,2304542.15,754419.5412,1,2,29.28894931
3912,2302390.505,755577.577,1,20,16.23104755
3913,2303034.571,755187.4545,1,14,20.26019927
3914,2304234.876,754564.5871,1,5,26.1440879
3915,2302611.937,755432.3193,1,18,28.55873735
3916,2303507.283,754947.5796,1,11,17.70649627
3917,2304288.167,754586.6735,1,5,70.44161907
3918,2303880.59,754719.3112,1,8,65.66351156
3919,2303734.376,754816.2646,1,9,31.95277403
3920,2303040.579,755197.3878,1,14,13.44007046
3921,2304321.94,754546.0678,1,4,28.09565415
3922,2304334.496,754503.831,1,4,16.51829163
3923,2304016.005,754772.1497,1,7,59.65535863
3924,2302581.716,755462.8739,1,18,25.30380575
3925,2302406.264,755610.073,1,20,32.30457209
3926,2302715.973,755383.995,1,17,39.81614711
3927,2303290.961,755069.064,1,12,18.75804564
3928,2302383.211,755585.8839,1,20,5.248284838
3929,2302395.529,755605.0452,1,20,20.8776691
3930,2303489.658,754892.8041,1,11,64.082515
3931,2303019.236,755247.4374,1,14,63.33676252
3932,2304229.084,754620.0788,1,5,37.47641031
3933,2303990.227,754715.4196,1,7,3.083933409
3934,2304568.777,754401.4354,1,2,12.82924199
3935,2302932.355,755249.498,1,15,12.01937324
3936,2303693.535,754832.7854,1,9,43.72089176
3937,2303071.448,755216.1605,1,14,28.21374804
3938,2303610.496,754886.5091,1,10,10.2881426
3939,2302818.561,755350.0426,1,16,43.95978634
3940,2303213.869,755165.306,1,13,49.42618849
3941,2303829.403,754702.4507,1,8,19.50814543
3942,2304385.07,754492.3218,1,4,63.95748971
3943,2303791.334,754697.8555,1,8,29.62679116
3944,2304139.05,754667.2203,1,6,34.91309376
3945,2304437.884,754424.4182,1,3,17.51740678
3946,2304713.544,754351.6117,1,1,29.52017249
3947,2304118.215,754663.1417,1,6,15.65740038
3948,2304549.647,754424.6396,1,2,30.94689068
3949,2304609.58,754404.6324,1,2,52.70283571
3950,2304433.209,754462.6425,1,3,21.44596023
3951,2303988.22,754723.3216,1,7,5.128529127
3952,2302464.673,755504.8404,1,19,20.46980701
3953,2303490.946,754898.1852,1,11,58.91183043
3954,2302784.147,755351.0661,1,16,48.31386624
3955,2303200.407,755157.7135,1,13,34.49334111
3956,2304634.515,754383.0986,1,1,70.62373476
3957,2302955.419,755309.6094,1,15,65.75273367
3958,2302578.599,755439.8883,1,18,5.732811935
3959,2303474.135,754898.2061,1,11,69.9588739
3960,2304134.703,754647.6318,1,6,26.96870367
3961,2304429.976,754432.4711,1,3,9.192148577
3962,2304269.449,754616.1397,1,5,60.67733241
3963,2303529.788,754956.8694,1,11,11.62924753
3964,2303553.398,754933.7764,1,11,31.08780419
3965,2303489.805,754960.682,1,11,37.96865823
3966,2304134.245,754681.7246,1,6,40.19853638
3967,2304422.012,754472.4182,1,3,33.04955346
3968,2304325.581,754531.7808,1,4,13.45284982
3969,2303154.292,755136.2785,1,13,23.10010421
3970,2303502.796,754882.1449,1,11,67.8677014
3971,2303039.494,755184.7523,1,14,17.05763251
3972,2303499.954,754930.1903,1,11,29.73057913
3973,2304112.375,754662.4597,1,6,12.00233045
3974,2302393.139,755582.7991,1,20,14.67726889
3975,2303858.465,754711.2508,1,8,43.65710333
3976,2303167.105,755163.4713,1,13,32.69202872
3977,2304328.851,754501.7474,1,4,16.76777764
3978,2303656.14,754870.1433,1,10,50.44465225
3979,2304253.95,754632.4212,1,5,60.1662193
3980,2302752.008,755334.6588,1,16,60.17326478
3981,2304328.651,754496.2334,1,4,22.22725038
3982,2303690.748,754837.4697,1,9,49.14977651
3983,2303539.664,754954.2176,1,11,16.7164504
3984,2304692.428,754317.467,1,1,19.95670573
3985,2304690.557,754353.3574,1,1,16.65052487
3986,2303826.14,754706.0162,1,8,14.69957165
3987,2304547.136,754431.6282,1,2,38.35475064
3988,2304561.75,754371.7326,1,2,23.38983237
3989,2304131.246,754681.2291,1,6,37.91444111
3990,2303052.142,755202.1947,1,14,8.070143092
3991,2303642.703,754895.57,1,10,40.8914587
3992,2303090.735,755220.7504,1,14,45.56921683
3993,2303523.628,754961.7451,1,11,15.5038407
3994,2302721.746,755369.6744,1,17,38.14986676
3995,2303180.624,755145.5892,1,13,13.73250049
3996,2303489.081,754891.5624,1,11,65.43699436
3997,2304318.721,754548.7267,1,4,31.37608681
3998,2302911.521,755233.769,1,15,21.96147937
3999,2303728.214,754788.2326,1,9,16.77469703
4000,2304140.556,754651.5145,1,6,32.57252626
4001,2302940.569,755272.5619,1,15,27.24744799
4002,2303063.681,755164.9204,1,14,31.01303814
4003,2303331.508,755095.1013,1,12,31.64301262
4004,2302371.81,755589.9705,1,20,8.811048034
4005,2304329.914,754541.2832,1,4,23.14248671
4006,2303035.746,755193.8451,1,14,17.91026291
4007,2304559.975,754446.3173,1,2,51.57564909
4008,2303973.537,754717.8064,1,7,16.41677148
4009,2303017.234,755247.2487,1,14,64.29074883
4010,2304303.945,754515.4789,1,4,22.89574834
4011,2304551.882,754386.4248,1,2,10.24785776
4012,2302738.342,755368.2861,1,17,53.99527392
4013,2304676.678,754331.5735,1,1,12.46654309
4014,2303181.295,755114.5847,1,13,18.24496279
4015,2304601.759,754416.3073,1,2,48.93934006
4016,2303750.011,754790.7935,1,9,37.88335276
4017,2304234.967,754594.9851,1,5,20.22321071
4018,2302897.659,755250.1547,1,15,23.62911636
4019,2304533.255,754404.4574,1,2,26.38548179
4020,2303330.35,755085.353,1,12,24.59425401
4021,2303618.247,754929.4593,1,10,53.66510707
4022,2302508.627,755490.735,1,19,32.99323444
4023,2304009.507,754735.5533,1,7,25.96165569
4024,2303537.225,754989.1488,1,11,44.57696182
4025,2304148.782,754644.6406,1,6,41.33630147
4026,2304335.824,754531.7797,1,4,16.24253472
4027,2304660.975,754370.9154,1,1,43.39867776
4028,2304703.228,754352.0639,1,1,21.52126645
4029,2303615.247,754885.9713,1,10,12.63376252
4030,2302481.788,755513.5419,1,19,2.255510006
4031,2304028.918,754755.3776,1,7,53.66542144
4032,2302572.005,755452.0983,1,18,18.69372219
4033,2304314.878,754493.1579,1,4,27.82905441
4034,2303568.213,754937.9727,1,11,44.06331242
4035,2302532.439,755414.4985,1,18,56.41839159
4036,2304561.324,754417.5321,1,2,23.015493
4037,2304334.549,754585.6331,1,4,67.72344379
4038,2304537.748,754378.1914,1,2,26.03270568
4039,2303292.892,755072.5963,1,12,16.51893478
4040,2302556.119,755460.2387,1,18,35.78397979
4041,2304559.037,754431.8363,1,2,37.0694175
4042,2302977.454,755264.4527,1,15,57.45413219
4043,2304448.014,754462.4915,1,3,26.1350318
4044,2304544.104,754432.7747,1,2,40.38264596
4045,2304346.378,754554.7605,1,4,41.38942577
4046,2304423.615,754458.1336,1,3,19.29294387
4047,2302554.136,755437.391,1,18,29.74793862
4048,2302802.695,755320.0697,1,16,12.55360518
4049,2302769.7,755345.54,1,16,52.21135904
4050,2302723.644,755388.2048,1,17,48.44337194
4051,2303961.111,754771.7258,1,7,60.54024949
4052,2303302.9,755079.3256,1,12,9.465987964
4053,2303811.996,754775.7036,1,8,60.14033604
4054,2303332.092,755098.9642,1,12,34.88999277
4055,2303593.876,754868.9581,1,10,14.79600143
4056,2302946.027,755316.3841,1,15,67.61092304
4057,2303541.154,754936.8478,1,11,18.76366212
4058,2303515.117,754939.1846,1,11,12.13029412
4059,2302722.009,755351.2173,1,17,37.56842678
4060,2303992.083,754785.4253,1,7,66.96948786
4061,2303526.456,754930.8561,1,11,15.51498489
4062,2303308.154,755057.8651,1,12,14.64199676
4063,2304006.661,754713.7843,1,7,17.37034773
4064,2303981.727,754710.1445,1,7,11.70932524
4065,2302588.291,755461.4518,1,18,24.19386825
4066,2304415.981,754463.0743,1,3,27.62925279
4067,2304693.798,754321.8334,1,1,16.17661671
4068,2303471.642,754907.2481,1,11,66.07496265
4069,2304322.671,754496.4795,1,4,22.25147275
4070,2304348.211,754526.9874,1,4,23.21233732
4071,2303565.44,754924.929,1,11,45.78867391
4072,2304242.03,754586.8442,1,5,24.39378228
4073,2302799.453,755287.6082,1,16,21.33498618
4074,2304573.776,754384.0965,1,2,19.2187185
4075,2302669.69,755346.4991,1,17,19.75177203
4076,2304295.182,754524.0418,1,4,31.98175545
4077,2303537.875,754963.8261,1,11,21.78261561
4078,2303175.997,755136.539,1,13,4.339749954
4079,2304713.944,754363.3272,1,1,37.06376393
4080,2303820.457,754714.9334,1,8,5.473792869
4081,2304357.365,754503.325,1,4,34.1955304
4082,2304447.487,754446.7757,1,3,15.6546715
4083,2304653.044,754383.8136,1,1,58.46038717
4084,2304551.462,754406.297,1,2,13.14160978
4085,2303946.166,754770.3727,1,7,67.8820297
4086,2304124.447,754693.8603,1,6,45.6432367
4087,2303754.974,754795.9789,1,9,42.85324609
4088,2304688.465,754366.6666,1,1,29.75796449
4089,2304628.516,754396.0675,1,2,70.72283619
4090,2302919.505,755243.6302,1,15,10.04723445
4091,2303814.643,754699.5487,1,8,16.0957214
4092,2304561.77,754419.5001,1,2,25.02884881
4093,2304349.108,754530.9375,1,4,25.7280794
4094,2303060.862,755215.0177,1,14,21.96754296
4095,2304118.613,754659.7284,1,6,13.57181036
4096,2303074.062,755230.7025,1,14,41.76247832
4097,2303492.393,754959.4877,1,11,35.1216663
4098,2303524.204,754929.248,1,11,17.06518299
4099,2304203.192,754608.9248,1,5,28.56773841
4100,2303992.135,754771.6628,1,7,53.21804502
4101,2302530.712,755411.9328,1,18,59.06896079
4102,2302584.577,755455.9273,1,18,18.2774814
4103,2303090.627,755208.4667,1,14,39.60776126
4104,2302938.602,755253.5789,1,15,17.55960823
4105,2303488.705,754946.7768,1,11,36.24122968
4106,2302862.814,755345.8743,1,16,68.37899523
4107,2302389.18,755601.7558,1,20,14.19428403
4108,2304297.371,754498.834,1,4,35.20500678
4109,2303723.521,754820.0787,1,9,29.11405485
4110,2302984.798,755266.1083,1,15,64.97922396
4111,2303652.747,754872.3448,1,10,46.80940695
4112,2304332.071,754574.3846,1,4,56.2745833
4113,2304713.973,754320.216,1,1,30.92512265
4114,2303840.531,754713.8032,1,8,25.56771941
4115,2302808.071,755319.809,1,16,12.06330319
4116,2303473.136,754908.1805,1,11,64.31896615
4117,2302504.062,755498.222,1,19,24.78176456
4118,2303717.979,754825.3119,1,9,32.57463842
4119,2302506.11,755495.4718,1,19,28.05349928
4120,2303983.436,754769.315,1,7,51.23929829
4121,2302470.104,755496.465,1,19,20.92552645
4122,2304388.493,754477.6267,1,3,57.40491277
4123,2302931.566,755289.8212,1,15,37.75826251
4124,2303825.802,754715.4044,1,8,10.77523227
4125,2302720.75,755387.6442,1,17,45.82427053
4126,2304706.341,754349.3376,1,1,22.20031392
4127,2303711.434,754764.2321,1,9,29.03074029
4128,2302809.143,755350.5066,1,16,42.68981657
4129,2304659.032,754337.7776,1,1,28.92395068
4130,2304313.595,754557.1478,1,4,40.91787528
4131,2302593.673,755427.1595,1,18,14.35895688
4132,2302500.06,755517.6589,1,19,17.18510973
4133,2304218.975,754603.4159,1,5,19.101429
4134,2304219.643,754604.169,1,5,19.90494004
4135,2303975.448,754717.4608,1,7,14.52839349
4136,2303627.632,754882.1783,1,10,22.02386554
4137,2304579.371,754430.5586,1,2,41.76906245
4138,2304166.193,754667.1703,1,6,60.33647478
4139,2303060.131,755204.3541,1,14,11.98876413
4140,2303560.737,754938.1719,1,11,36.70422443
4141,2303631.153,754872.3712,1,10,25.42330939
4142,2304556.555,754373.7149,1,2,21.10941885
4143,2302510.429,755472.5363,1,19,47.95845227
4144,2303080.572,755224.5929,1,14,40.550475
4145,2304090.741,754667.9091,1,6,23.94855277
4146,2303819.044,754696.6842,1,8,19.37602278
4147,2303813.939,754777.7235,1,8,62.09333221
4148,2303063.116,755228.3471,1,14,35.37002674
4149,2302403.573,755605.737,1,20,27.5915711
4150,2303634.407,754859.3852,1,10,33.35602179
4151,2303815.775,754695.8294,1,8,19.82439545
4152,2303641.267,754888.0487,1,10,36.72952873
4153,2303621.582,754896.5407,1,10,24.74635882
4154,2303811.303,754713.9463,1,8,4.093040759
4155,2303875.358,754720.8674,1,8,60.55529463
4156,2304415.714,754462.232,1,3,27.13523778
4157,2304581.014,754396.299,1,2,23.25805147
4158,2304447.147,754430.0296,1,3,18.13635524
4159,2304119.366,754692.5647,1,6,42.81584588
4160,2303081.427,755195.2694,1,14,27.79345048
4161,2304591.515,754416.4878,1,2,40.09036105
